gisjoin,year,state,district,district_code,median_household_income,income_moe
G48020370,2020-2024,Texas,Garner ISD,20370,107128.0,13784.0
G48020400,2020-2024,Texas,Garrison ISD,20400,59130.0,6549.0
G48020460,2020-2024,Texas,Gary ISD,20460,65313.0,19401.0
G48020500,2020-2024,Texas,Gatesville ISD,20500,70998.0,5747.0
G48020520,2020-2024,Texas,Gause ISD,20520,65313.0,19676.0
G48020550,2020-2024,Texas,George West ISD,20550,56342.0,11929.0
G48020600,2020-2024,Texas,Georgetown ISD,20600,104990.0,4395.0
G48020610,2020-2024,Texas,Gholson ISD,20610,77841.0,16221.0
G48020640,2020-2024,Texas,Giddings ISD,20640,72518.0,15025.0
G48020700,2020-2024,Texas,Gilmer ISD,20700,52688.0,4955.0
G48020760,2020-2024,Texas,Gladewater ISD,20760,62593.0,6403.0
G48020790,2020-2024,Texas,Glasscock County ISD,20790,101250.0,53302.0
G48020850,2020-2024,Texas,Glen Rose ISD,20850,82353.0,23559.0
G48020960,2020-2024,Texas,Godley ISD,20960,92786.0,13470.0
G48020970,2020-2024,Texas,Gold-Burg ISD,20970,63500.0,12622.0
G48021000,2020-2024,Texas,Goldthwaite CISD,21000,70250.0,11406.0
G48021030,2020-2024,Texas,Goliad ISD,21030,59359.0,7643.0
G48021060,2020-2024,Texas,Gonzales ISD,21060,59081.0,6510.0
G48021090,2020-2024,Texas,Goodrich ISD,21090,56106.0,16859.0
G48021150,2020-2024,Texas,Goose Creek CISD,21150,66497.0,3398.0
G48021180,2020-2024,Texas,Gordon ISD,21180,96750.0,11838.0
G48021270,2020-2024,Texas,Gorman ISD,21270,50542.0,14006.0
G48021300,2020-2024,Texas,Grady ISD,21300,111250.0,43163.0
G48021330,2020-2024,Texas,Graford ISD,21330,61051.0,7901.0
G48021360,2020-2024,Texas,Graham ISD,21360,75442.0,8910.0
G48021390,2020-2024,Texas,Granbury ISD,21390,88608.0,6507.0
G48021420,2020-2024,Texas,Grand Prairie ISD,21420,75791.0,2581.0
G48021450,2020-2024,Texas,Grand Saline ISD,21450,58750.0,11882.0
G48021480,2020-2024,Texas,Grandfalls-Royalty ISD,21480,68472.0,21720.0
G48021540,2020-2024,Texas,Grandview ISD,21540,87389.0,12680.0
G48021560,2020-2024,Texas,Grandview-Hopkins ISD,21560,58750.0,24177.0
G48021590,2020-2024,Texas,Granger ISD,21590,76522.0,19055.0
G48021600,2020-2024,Texas,Grape Creek ISD,21600,72147.0,23594.0
G48021630,2020-2024,Texas,Grapeland ISD,21630,60012.0,17355.0
G48021660,2020-2024,Texas,Grapevine-Colleyville ISD,21660,117626.0,6703.0
G48021720,2020-2024,Texas,Greenville ISD,21720,66514.0,3730.0
G48021750,2020-2024,Texas,Greenwood ISD,21750,128864.0,20722.0
G48021780,2020-2024,Texas,Gregory-Portland ISD,21780,82083.0,9503.0
G48021810,2020-2024,Texas,Groesbeck ISD,21810,61788.0,4016.0
G48021840,2020-2024,Texas,Groom ISD,21840,74375.0,34696.0
G48021900,2020-2024,Texas,Groveton ISD,21900,54026.0,10450.0
G48021930,2020-2024,Texas,Gruver ISD,21930,82273.0,20058.0
G48021960,2020-2024,Texas,Gunter ISD,21960,133000.0,28089.0
G48021990,2020-2024,Texas,Gustine ISD,21990,64000.0,20100.0
G48022020,2020-2024,Texas,Guthrie CSD,22020,46645.0,20375.0
G48022050,2020-2024,Texas,Hale Center ISD,22050,62257.0,12234.0
G48022120,2020-2024,Texas,Hallettsville ISD,22120,68403.0,11811.0
G48022140,2020-2024,Texas,Hallsburg ISD,22140,66750.0,29061.0
G48022170,2020-2024,Texas,Hallsville ISD,22170,82924.0,11440.0
G48022230,2020-2024,Texas,Hamilton ISD,22230,50446.0,7824.0
G48022260,2020-2024,Texas,Hamlin ISD,22260,62134.0,13383.0
G48022320,2020-2024,Texas,Hamshire-Fannett ISD,22320,101541.0,10383.0
G48022350,2020-2024,Texas,Happy ISD,22350,70566.0,18222.0
G48022380,2020-2024,Texas,Hardin ISD,22380,65701.0,19237.0
G48022410,2020-2024,Texas,Hardin-Jefferson ISD,22410,97988.0,7387.0
G48022470,2020-2024,Texas,Harlandale ISD,22470,51927.0,3821.0
G48022500,2020-2024,Texas,Harleton ISD,22500,55592.0,31444.0
G48022530,2020-2024,Texas,Harlingen CISD,22530,58146.0,3628.0
G48022560,2020-2024,Texas,Harmony ISD,22560,66090.0,17114.0
G48022590,2020-2024,Texas,Harper ISD,22590,80143.0,20962.0
G48022620,2020-2024,Texas,Harrold ISD,22620,87500.0,61159.0
G48022650,2020-2024,Texas,Hart ISD,22650,51932.0,10101.0
G48022680,2020-2024,Texas,Hartley ISD,22680,66339.0,56342.0
G48022710,2020-2024,Texas,Harts Bluff ISD,22710,66471.0,21974.0
G48022740,2020-2024,Texas,Haskell CISD,22740,63059.0,5536.0
G48022770,2020-2024,Texas,Hawkins ISD,22770,55224.0,13130.0
G48022800,2020-2024,Texas,Hawley ISD,22800,90275.0,17295.0
G48000010,2020-2024,Texas,Hays CISD,10,101693.0,4474.0
G48022830,2020-2024,Texas,Hearne ISD,22830,55563.0,8930.0
G48022850,2020-2024,Texas,Hedley ISD,22850,61012.0,26483.0
G48022890,2020-2024,Texas,Hemphill ISD,22890,64806.0,7784.0
G48022920,2020-2024,Texas,Hempstead ISD,22920,61948.0,7337.0
G48022970,2020-2024,Texas,Henderson ISD,22970,69754.0,6816.0
G48022980,2020-2024,Texas,Henrietta ISD,22980,77059.0,12210.0
G48023010,2020-2024,Texas,Hereford ISD,23010,60504.0,6568.0
G48023040,2020-2024,Texas,Hermleigh ISD,23040,71563.0,22974.0
G48023070,2020-2024,Texas,Hico ISD,23070,69640.0,6740.0
G48023100,2020-2024,Texas,Hidalgo ISD,23100,41094.0,17159.0
G48023160,2020-2024,Texas,High Island ISD,23160,77344.0,28763.0
G48023190,2020-2024,Texas,Highland ISD,23190,64773.0,8619.0
G48023250,2020-2024,Texas,Highland Park ISD (Dallas County),23250,250001.0,
G48035560,2020-2024,Texas,Highland Park ISD (Potter County),35560,73125.0,17661.0
G48023280,2020-2024,Texas,Hillsboro ISD,23280,59048.0,9012.0
G48023310,2020-2024,Texas,Hitchcock ISD,23310,84818.0,6940.0
G48023370,2020-2024,Texas,Holland ISD,23370,84063.0,22605.0
G48023400,2020-2024,Texas,Holliday ISD,23400,86364.0,16135.0
G48023430,2020-2024,Texas,Hondo ISD,23430,64007.0,8794.0
G48023460,2020-2024,Texas,Honey Grove ISD,23460,55472.0,9212.0
G48023490,2020-2024,Texas,Hooks ISD,23490,57978.0,10209.0
G48023640,2020-2024,Texas,Houston ISD,23640,67518.0,1067.0
G48023670,2020-2024,Texas,Howe ISD,23670,75145.0,8411.0
G48023700,2020-2024,Texas,Hubbard ISD (Bowie County),23700,62417.0,14417.0
G48023730,2020-2024,Texas,"Hubbard ISD (Hill, Limestone, and Navarro Counties)",23730,59412.0,28220.0
G48023760,2020-2024,Texas,Huckabay ISD,23760,88750.0,16517.0
G48023790,2020-2024,Texas,Hudson ISD,23790,61023.0,10338.0
G48023820,2020-2024,Texas,Huffman ISD,23820,89756.0,14860.0
G48023850,2020-2024,Texas,Hughes Springs ISD,23850,39009.0,5278.0
G48023880,2020-2024,Texas,Hull-Daisetta ISD,23880,64952.0,9320.0
G48023910,2020-2024,Texas,Humble ISD,23910,106433.0,4036.0
G48023970,2020-2024,Texas,Hunt ISD,23970,79375.0,37842.0
G48024000,2020-2024,Texas,Huntington ISD,24000,63485.0,9818.0
G48024030,2020-2024,Texas,Huntsville ISD,24030,50985.0,4069.0
G48024060,2020-2024,Texas,Hurst-Euless-Bedford ISD,24060,82201.0,2569.0
G48024100,2020-2024,Texas,Hutto ISD,24100,123195.0,8904.0
G48024120,2020-2024,Texas,Idalou ISD,24120,64405.0,14933.0
G48024150,2020-2024,Texas,Industrial ISD,24150,64919.0,15905.0
G48024180,2020-2024,Texas,Ingleside ISD,24180,70657.0,12652.0
G48024210,2020-2024,Texas,Ingram ISD,24210,71556.0,13445.0
G48024240,2020-2024,Texas,Iola ISD,24240,67781.0,10212.0
G48024260,2020-2024,Texas,Iowa Park CISD,24260,75323.0,14316.0
G48024300,2020-2024,Texas,Ira ISD,24300,111667.0,51086.0
G48024330,2020-2024,Texas,Iraan-Sheffield Collegiate ISD,24330,45982.0,13410.0
G48024360,2020-2024,Texas,Iredell ISD,24360,81354.0,21179.0
G48030360,2020-2024,Texas,Irion County ISD,30360,70357.0,19271.0
G48024420,2020-2024,Texas,Irving ISD,24420,71448.0,1756.0
G48024450,2020-2024,Texas,Italy ISD,24450,65119.0,25299.0
G48024480,2020-2024,Texas,Itasca ISD,24480,82260.0,12873.0
G48024530,2020-2024,Texas,Jacksboro ISD,24530,59153.0,15886.0
G48024590,2020-2024,Texas,Jacksonville ISD,24590,52895.0,4124.0
G48024600,2020-2024,Texas,Jarrell ISD,24600,94385.0,4031.0
G48024630,2020-2024,Texas,Jasper ISD,24630,53795.0,5442.0
G48024660,2020-2024,Texas,Jayton-Girard ISD,24660,63375.0,28012.0
G48024730,2020-2024,Texas,Jefferson ISD,24730,50046.0,3876.0
G48024750,2020-2024,Texas,Jim Hogg County ISD,24750,42211.0,3821.0
G48024780,2020-2024,Texas,Jim Ned CISD,24780,94219.0,20160.0
G48024810,2020-2024,Texas,Joaquin ISD,24810,55267.0,23623.0
G48024840,2020-2024,Texas,Johnson City ISD,24840,91763.0,11282.0
G48024900,2020-2024,Texas,Jonesboro ISD,24900,60913.0,19435.0
G48024930,2020-2024,Texas,Joshua ISD,24930,94155.0,7917.0
G48024960,2020-2024,Texas,Jourdanton ISD,24960,77866.0,9472.0
G48024990,2020-2024,Texas,Judson ISD,24990,76852.0,3281.0
G48025020,2020-2024,Texas,Junction ISD,25020,64432.0,10034.0
G48025110,2020-2024,Texas,Karnack ISD,25110,42337.0,14747.0
G48025140,2020-2024,Texas,Karnes City ISD,25140,61446.0,14126.0
G48025170,2020-2024,Texas,Katy ISD,25170,115908.0,3939.0
G48025200,2020-2024,Texas,Kaufman ISD,25200,74438.0,16313.0
G48025230,2020-2024,Texas,Keene ISD,25230,53352.0,14140.0
G48025260,2020-2024,Texas,Keller ISD,25260,122192.0,5501.0
G48025290,2020-2024,Texas,Kelton ISD,25290,61250.0,57503.0
G48025320,2020-2024,Texas,Kemp ISD,25320,71744.0,6345.0
G48025410,2020-2024,Texas,Kenedy County-Wide CSD,25410,38882.0,4589.0
G48025440,2020-2024,Texas,Kenedy ISD,25440,61250.0,23967.0
G48025470,2020-2024,Texas,Kennard ISD,25470,58684.0,20350.0
G48025500,2020-2024,Texas,Kennedale ISD,25500,103655.0,7869.0
G48025530,2020-2024,Texas,Kerens ISD,25530,66250.0,13388.0
G48025560,2020-2024,Texas,Kermit ISD,25560,80851.0,21002.0
G48025590,2020-2024,Texas,Kerrville ISD,25590,65030.0,4507.0
G48025620,2020-2024,Texas,Kilgore ISD,25620,69261.0,11510.0
G48025660,2020-2024,Texas,Killeen ISD,25660,64887.0,2567.0
G48025680,2020-2024,Texas,Kingsville ISD,25680,57710.0,9760.0
G48025710,2020-2024,Texas,Kirbyville CISD,25710,61378.0,16535.0
G48025740,2020-2024,Texas,Klein ISD,25740,95905.0,3629.0
G48025790,2020-2024,Texas,Klondike ISD,25790,99583.0,11320.0
G48025800,2020-2024,Texas,Knippa ISD,25800,57692.0,17850.0
G48025870,2020-2024,Texas,Knox City-O'Brien CISD,25870,48056.0,12427.0
G48025890,2020-2024,Texas,Kopperl ISD,25890,68301.0,8653.0
G48025920,2020-2024,Texas,Kountze ISD,25920,65136.0,10107.0
G48025950,2020-2024,Texas,Kress ISD,25950,33438.0,11656.0
G48025980,2020-2024,Texas,Krum ISD,25980,123044.0,6845.0
G48026040,2020-2024,Texas,La Feria ISD,26040,49870.0,6407.0
G48026070,2020-2024,Texas,La Gloria ISD,26070,65750.0,43756.0
G48026100,2020-2024,Texas,La Grange ISD,26100,75534.0,5301.0
G48026130,2020-2024,Texas,La Joya ISD,26130,46719.0,3503.0
G48026190,2020-2024,Texas,La Porte ISD,26190,90696.0,6916.0
G48026250,2020-2024,Texas,La Pryor ISD,26250,39659.0,28558.0
G48026280,2020-2024,Texas,La Vega ISD,26280,53775.0,10721.0
G48026310,2020-2024,Texas,La Vernia ISD,26310,115669.0,9735.0
G48026340,2020-2024,Texas,La Villa ISD,26340,46779.0,15572.0
G48026220,2020-2024,Texas,LaPoyner ISD,26220,81148.0,7615.0
G48026370,2020-2024,Texas,Lackland ISD,26370,64539.0,15330.0
G48026400,2020-2024,Texas,Lago Vista ISD,26400,113058.0,14100.0
G48026430,2020-2024,Texas,Lake Dallas ISD,26430,105650.0,8013.0
G48026470,2020-2024,Texas,Lake Travis ISD,26470,156087.0,14563.0
G48026490,2020-2024,Texas,Lake Worth ISD,26490,51120.0,7541.0
G48026580,2020-2024,Texas,Lamar CISD,26580,109349.0,5441.0
G48026610,2020-2024,Texas,Lamesa ISD,26610,51358.0,12128.0
G48026640,2020-2024,Texas,Lampasas ISD,26640,80703.0,7640.0
G48026670,2020-2024,Texas,Lancaster ISD,26670,69151.0,7883.0
G48026700,2020-2024,Texas,Laneville ISD,26700,62381.0,39648.0
G48026790,2020-2024,Texas,Laredo ISD,26790,39329.0,2198.0
G48026850,2020-2024,Texas,Lasara ISD,26850,,
G48026910,2020-2024,Texas,Latexo ISD,26910,78672.0,26292.0
G48026970,2020-2024,Texas,Lazbuddie ISD,26970,93125.0,46324.0
G48027000,2020-2024,Texas,Leakey ISD,27000,62530.0,44366.0
G48027030,2020-2024,Texas,Leander ISD,27030,133971.0,3764.0
G48027060,2020-2024,Texas,Leary ISD,27060,73614.0,7454.0
G48027090,2020-2024,Texas,Lefors ISD,27090,67750.0,29960.0
G48027120,2020-2024,Texas,Leggett ISD,27120,48578.0,13425.0
G48027180,2020-2024,Texas,Leon ISD,27180,70893.0,11732.0
G48027210,2020-2024,Texas,Leonard ISD,27210,62324.0,7263.0
G48027240,2020-2024,Texas,Levelland ISD,27240,60864.0,10723.0
G48027270,2020-2024,Texas,Leveretts Chapel ISD,27270,70677.0,9523.0
G48027300,2020-2024,Texas,Lewisville ISD,27300,113996.0,2660.0
G48027330,2020-2024,Texas,Lexington ISD,27330,89943.0,16720.0
G48027420,2020-2024,Texas,Liberty Hill ISD,27420,144551.0,8164.0
G48027450,2020-2024,Texas,Liberty ISD,27450,49397.0,12461.0
G48027390,2020-2024,Texas,Liberty-Eylau ISD,27390,45988.0,4905.0
G48027510,2020-2024,Texas,Lindale ISD,27510,92838.0,11899.0
G48027540,2020-2024,Texas,Linden-Kildare CISD,27540,52616.0,14622.0
G48027570,2020-2024,Texas,Lindsay ISD,27570,104423.0,20922.0
G48027600,2020-2024,Texas,Lingleville ISD,27600,78333.0,14380.0
G48027630,2020-2024,Texas,Lipan ISD,27630,90601.0,8456.0
G48027690,2020-2024,Texas,Little Cypress-Mauriceville CISD,27690,78503.0,12030.0
G48027720,2020-2024,Texas,Little Elm ISD,27720,122225.0,8060.0
G48027750,2020-2024,Texas,Littlefield ISD,27750,60145.0,7156.0
G48027780,2020-2024,Texas,Livingston ISD,27780,63607.0,6529.0
G48027810,2020-2024,Texas,Llano ISD,27810,71798.0,8756.0
G48027870,2020-2024,Texas,Lockhart ISD,27870,76224.0,5952.0
G48027890,2020-2024,Texas,Lockney ISD,27890,61639.0,6781.0
G48027930,2020-2024,Texas,Lohn ISD,27930,68750.0,22608.0
G48027960,2020-2024,Texas,Lometa ISD,27960,74038.0,11335.0
G48027990,2020-2024,Texas,London ISD,27990,179913.0,30981.0
G48028020,2020-2024,Texas,Lone Oak ISD,28020,102557.0,28530.0
G48028110,2020-2024,Texas,Longview ISD,28110,61669.0,3661.0
G48028140,2020-2024,Texas,Loop ISD,28140,62917.0,43644.0
G48028170,2020-2024,Texas,Loraine ISD,28170,52188.0,15726.0
G48028200,2020-2024,Texas,Lorena ISD,28200,104000.0,13129.0
G48028230,2020-2024,Texas,Lorenzo ISD,28230,57813.0,29224.0
G48028290,2020-2024,Texas,Los Fresnos CISD,28290,69593.0,5023.0
G48028350,2020-2024,Texas,Louise ISD,28350,74500.0,30405.0
G48028380,2020-2024,Texas,Lovejoy ISD,28380,181170.0,30114.0
G48028410,2020-2024,Texas,Lovelady ISD,28410,67031.0,18199.0
G48028500,2020-2024,Texas,Lubbock ISD,28500,53614.0,2024.0
G48015180,2020-2024,Texas,Lubbock-Cooper ISD,15180,109087.0,7884.0
G48028530,2020-2024,Texas,Lueders-Avoca ISD,28530,83056.0,31063.0
G48028550,2020-2024,Texas,Lufkin ISD,28550,58102.0,4382.0
G48028590,2020-2024,Texas,Luling ISD,28590,58684.0,5407.0
G48013530,2020-2024,Texas,Lumberton ISD,13530,98812.0,9473.0
G48028620,2020-2024,Texas,Lyford CISD,28620,43954.0,18061.0
G48028650,2020-2024,Texas,Lytle ISD,28650,71696.0,19932.0
G48028680,2020-2024,Texas,Mabank ISD,28680,62913.0,4658.0
G48028710,2020-2024,Texas,Madisonville CISD,28710,69704.0,6467.0
G48028740,2020-2024,Texas,Magnolia ISD,28740,107283.0,8534.0
G48028780,2020-2024,Texas,Malakoff ISD,28780,68269.0,8885.0
G48028800,2020-2024,Texas,Malone ISD,28800,56250.0,24213.0
G48028830,2020-2024,Texas,Malta ISD,28830,88333.0,19181.0
G48028890,2020-2024,Texas,Manor ISD,28890,97415.0,7159.0
G48028920,2020-2024,Texas,Mansfield ISD,28920,113158.0,3716.0
G48028980,2020-2024,Texas,Marathon ISD,28980,46019.0,8193.0
G48029010,2020-2024,Texas,Marble Falls ISD,29010,75649.0,6586.0
G48029040,2020-2024,Texas,Marfa ISD,29040,45641.0,8108.0
G48029100,2020-2024,Texas,Marion ISD,29100,84853.0,11833.0
G48029130,2020-2024,Texas,Marlin ISD,29130,43381.0,9773.0
G48029160,2020-2024,Texas,Marshall ISD,29160,57965.0,4396.0
G48029190,2020-2024,Texas,Mart ISD,29190,78393.0,13261.0
G48029220,2020-2024,Texas,Martins Mill ISD,29220,70820.0,26941.0
G48029250,2020-2024,Texas,Martinsville ISD,29250,67031.0,8346.0
G48029280,2020-2024,Texas,Mason ISD,29280,74328.0,6993.0
G48029370,2020-2024,Texas,Matagorda ISD,29370,43676.0,25683.0
G48029400,2020-2024,Texas,Mathis ISD,29400,45367.0,10514.0
G48029460,2020-2024,Texas,Maud ISD,29460,60441.0,12630.0
G48029520,2020-2024,Texas,May ISD,29520,49750.0,9020.0
G48029580,2020-2024,Texas,Maypearl ISD,29580,93514.0,13381.0
G48029670,2020-2024,Texas,McAllen ISD,29670,58719.0,2738.0
G48029700,2020-2024,Texas,McCamey ISD,29700,39423.0,18354.0
G48029760,2020-2024,Texas,McDade ISD,29760,77750.0,27324.0
G48029820,2020-2024,Texas,McGregor ISD,29820,86000.0,15518.0
G48029850,2020-2024,Texas,McKinney ISD,29850,118747.0,5821.0
G48029880,2020-2024,Texas,McLean ISD,29880,71442.0,38046.0
G48029910,2020-2024,Texas,McLeod ISD,29910,53750.0,18396.0
G48029940,2020-2024,Texas,McMullen County ISD,29940,43875.0,13683.0
G48030000,2020-2024,Texas,Meadow ISD,30000,59444.0,44285.0
G48030030,2020-2024,Texas,Medina ISD,30030,82813.0,19973.0
G48030060,2020-2024,Texas,Medina Valley ISD,30060,99115.0,6604.0
G48030120,2020-2024,Texas,Melissa ISD,30120,138846.0,7879.0
G48030180,2020-2024,Texas,Memphis ISD,30180,47917.0,14471.0
G48030210,2020-2024,Texas,Menard ISD,30210,53043.0,18990.0
G48030250,2020-2024,Texas,Mercedes ISD,30250,37280.0,12050.0
G48030300,2020-2024,Texas,Meridian ISD,30300,70000.0,16558.0
G48030340,2020-2024,Texas,Merkel ISD,30340,63393.0,10144.0
G48030390,2020-2024,Texas,Mesquite ISD,30390,71595.0,3110.0
G48030420,2020-2024,Texas,Mexia ISD,30420,53498.0,5218.0
G48030450,2020-2024,Texas,Meyersville ISD,30450,69417.0,19080.0
G48030480,2020-2024,Texas,Miami ISD,30480,68529.0,18683.0
G48030570,2020-2024,Texas,Midland ISD,30570,90403.0,5785.0
G48030600,2020-2024,Texas,Midlothian ISD,30600,131167.0,8483.0
G48030660,2020-2024,Texas,Midway ISD (Clay and Jack Counties),30660,107500.0,40062.0
G48030640,2020-2024,Texas,Midway ISD (McLennan County),30640,95241.0,7603.0
G48030690,2020-2024,Texas,Milano ISD,30690,61786.0,15774.0
G48030720,2020-2024,Texas,Mildred ISD,30720,88115.0,13068.0
G48030750,2020-2024,Texas,Miles ISD,30750,83906.0,20083.0
G48030780,2020-2024,Texas,Milford ISD,30780,61225.0,17568.0
G48030810,2020-2024,Texas,Miller Grove ISD,30810,87368.0,34253.0
G48030870,2020-2024,Texas,Millsap ISD,30870,106628.0,23955.0
G48030930,2020-2024,Texas,Mineola ISD,30930,59063.0,7325.0
G48030950,2020-2024,Texas,Mineral Wells ISD,30950,61827.0,6613.0
G48031040,2020-2024,Texas,Mission CISD,31040,51194.0,3110.0
G48031170,2020-2024,Texas,Monahans-Wickett-Pyote ISD,31170,66026.0,19741.0
G48031200,2020-2024,Texas,Montague ISD,31200,59167.0,28425.0
G48031230,2020-2024,Texas,Monte Alto ISD,31230,40318.0,15878.0
G48031260,2020-2024,Texas,Montgomery ISD,31260,114127.0,13058.0
G48031290,2020-2024,Texas,Moody ISD,31290,86778.0,9569.0
G48031320,2020-2024,Texas,Moran ISD,31320,64615.0,27897.0
G48031380,2020-2024,Texas,Morgan ISD,31380,57500.0,10306.0
G48031410,2020-2024,Texas,Morgan Mill ISD,31410,90500.0,49746.0
G48031470,2020-2024,Texas,Morton ISD,31470,40417.0,10360.0
G48031500,2020-2024,Texas,Motley County ISD,31500,62813.0,13965.0
G48031560,2020-2024,Texas,Moulton ISD,31560,59464.0,3213.0
G48031620,2020-2024,Texas,Mount Calm ISD,31620,59375.0,18104.0
G48031650,2020-2024,Texas,Mount Enterprise ISD,31650,70685.0,15604.0
G48031760,2020-2024,Texas,Mount Pleasant ISD,31760,53933.0,3502.0
G48031770,2020-2024,Texas,Mount Vernon ISD,31770,73614.0,9005.0
G48031860,2020-2024,Texas,Muenster ISD,31860,90944.0,6411.0
G48031890,2020-2024,Texas,Muleshoe ISD,31890,61775.0,16350.0
G48031920,2020-2024,Texas,Mullin ISD,31920,56141.0,7654.0
G48031950,2020-2024,Texas,Mumford ISD,31950,35724.0,18962.0
G48031970,2020-2024,Texas,Munday CISD,31970,60824.0,7150.0
G48032010,2020-2024,Texas,Murchison ISD,32010,59917.0,21479.0
G48032090,2020-2024,Texas,Nacogdoches ISD,32090,49824.0,5221.0
G48032130,2020-2024,Texas,Natalia ISD,32130,75798.0,10893.0
G48032160,2020-2024,Texas,Navarro ISD,32160,98125.0,12252.0
G48032190,2020-2024,Texas,Navasota ISD,32190,68088.0,5637.0
G48032220,2020-2024,Texas,Nazareth ISD,32220,84625.0,75621.0
G48032250,2020-2024,Texas,Neches ISD,32250,84063.0,17292.0
G48032280,2020-2024,Texas,Nederland ISD,32280,77596.0,6633.0
G48032310,2020-2024,Texas,Needville ISD,32310,92120.0,18264.0
G48032340,2020-2024,Texas,New Boston ISD,32340,67729.0,8958.0
G48032370,2020-2024,Texas,New Braunfels ISD,32370,98942.0,6666.0
G48032400,2020-2024,Texas,New Caney ISD,32400,85629.0,4794.0
G48032430,2020-2024,Texas,New Deal ISD,32430,88698.0,10554.0
G48032460,2020-2024,Texas,New Diana ISD,32460,92632.0,25528.0
G48032490,2020-2024,Texas,New Home ISD,32490,101520.0,3486.0
G48032610,2020-2024,Texas,New Summerfield ISD,32610,70139.0,33824.0
G48032640,2020-2024,Texas,New Waverly ISD,32640,58813.0,9958.0
G48032700,2020-2024,Texas,Newcastle ISD,32700,74191.0,30205.0
G48032730,2020-2024,Texas,Newton ISD,32730,39682.0,7808.0
G48032740,2020-2024,Texas,Nixon-Smiley CISD,32740,54932.0,12590.0
G48032790,2020-2024,Texas,Nocona ISD,32790,52569.0,10449.0
G48032880,2020-2024,Texas,Nordheim ISD,32880,44013.0,16728.0
G48032910,2020-2024,Texas,Normangee ISD,32910,68818.0,19075.0
G48032940,2020-2024,Texas,North East ISD,32940,79074.0,1581.0
G48032970,2020-2024,Texas,North Hopkins ISD,32970,64939.0,16238.0
G48033010,2020-2024,Texas,North Lamar ISD,33010,81750.0,12935.0
G48033030,2020-2024,Texas,North Zulch ISD,33030,79875.0,19848.0
G48033120,2020-2024,Texas,"Northside ISD (Bandera, Bexar, and Medina Counties)",33120,80406.0,1191.0
G48033090,2020-2024,Texas,Northside ISD (Wilbarger County),33090,83229.0,24798.0
G48033180,2020-2024,Texas,Northwest ISD,33180,127922.0,6842.0
G48033240,2020-2024,Texas,Nueces Canyon CISD,33240,37895.0,10219.0
G48033270,2020-2024,Texas,Nursery ISD,33270,80313.0,17914.0
