gisjoin,year,state,district,district_code,median_household_income,income_moe
G48033390,2020-2024,Texas,O'Donnell ISD,33390,70192.0,9256.0
G48033340,2020-2024,Texas,Oakwood ISD,33340,53073.0,10679.0
G48033360,2020-2024,Texas,Odem-Edroy ISD,33360,71397.0,16523.0
G48033420,2020-2024,Texas,Oglesby ISD,33420,60238.0,14547.0
G48033570,2020-2024,Texas,Olfen ISD,33570,64167.0,18574.0
G48033630,2020-2024,Texas,Olney ISD,33630,44053.0,8706.0
G48033660,2020-2024,Texas,Olton ISD,33660,61375.0,6010.0
G48033690,2020-2024,Texas,Onalaska ISD,33690,70252.0,6753.0
G48033720,2020-2024,Texas,Orange Grove ISD,33720,64638.0,15844.0
G48033780,2020-2024,Texas,Orangefield ISD,33780,84639.0,18127.0
G48033840,2020-2024,Texas,Ore City ISD,33840,67388.0,17071.0
G48033870,2020-2024,Texas,Overton ISD,33870,70185.0,23895.0
G48033900,2020-2024,Texas,Paducah ISD,33900,49688.0,25883.0
G48033960,2020-2024,Texas,Paint Creek ISD,33960,69375.0,34518.0
G48033980,2020-2024,Texas,Paint Rock ISD,33980,57125.0,14398.0
G48034020,2020-2024,Texas,Palacios ISD,34020,64922.0,7479.0
G48034050,2020-2024,Texas,Palestine ISD,34050,58908.0,8775.0
G48034110,2020-2024,Texas,Palmer ISD,34110,106652.0,16738.0
G48034140,2020-2024,Texas,Palo Pinto ISD,34140,77417.0,10161.0
G48034170,2020-2024,Texas,Pampa ISD,34170,57351.0,6603.0
G48034230,2020-2024,Texas,Panhandle ISD,34230,86630.0,3477.0
G48000007,2020-2024,Texas,Panther Creek CISD,7,61583.0,7977.0
G48034260,2020-2024,Texas,Paradise ISD,34260,103333.0,26423.0
G48034290,2020-2024,Texas,Paris ISD,34290,46246.0,4128.0
G48034320,2020-2024,Texas,Pasadena ISD,34320,63162.0,2316.0
G48034380,2020-2024,Texas,Patton Springs ISD,34380,52778.0,8924.0
G48034410,2020-2024,Texas,Pawnee ISD,34410,56964.0,31430.0
G48034440,2020-2024,Texas,Pearland ISD,34440,114890.0,5310.0
G48034470,2020-2024,Texas,Pearsall ISD,34470,63545.0,11761.0
G48034500,2020-2024,Texas,Peaster ISD,34500,118199.0,18763.0
G48034550,2020-2024,Texas,Pecos-Barstow-Toyah ISD,34550,65023.0,11661.0
G48034560,2020-2024,Texas,Penelope ISD,34560,57604.0,18391.0
G48034630,2020-2024,Texas,Perrin-Whitt CISD,34630,89167.0,14527.0
G48034650,2020-2024,Texas,Perryton ISD,34650,70671.0,9400.0
G48034680,2020-2024,Texas,Petersburg ISD,34680,53750.0,14117.0
G48034710,2020-2024,Texas,Petrolia CISD,34710,77961.0,11186.0
G48034770,2020-2024,Texas,Pettus ISD,34770,70250.0,11519.0
G48034800,2020-2024,Texas,Pewitt CISD,34800,56139.0,3524.0
G48034830,2020-2024,Texas,Pflugerville ISD,34830,101238.0,4039.0
G48034860,2020-2024,Texas,Pharr-San Juan-Alamo ISD,34860,53932.0,3559.0
G48034920,2020-2024,Texas,Pilot Point ISD,34920,97854.0,24379.0
G48034980,2020-2024,Texas,Pine Tree ISD,34980,68743.0,3790.0
G48035010,2020-2024,Texas,Pittsburg ISD,35010,59172.0,8002.0
G48035040,2020-2024,Texas,Plains ISD,35040,76360.0,10000.0
G48035070,2020-2024,Texas,Plainview ISD,35070,47663.0,6076.0
G48035100,2020-2024,Texas,Plano ISD,35100,105159.0,2320.0
G48035130,2020-2024,Texas,Pleasant Grove ISD,35130,93968.0,11512.0
G48035190,2020-2024,Texas,Pleasanton ISD,35190,66925.0,8049.0
G48041580,2020-2024,Texas,Plemons-Stinnett-Phillips CISD,41580,48356.0,8504.0
G48035250,2020-2024,Texas,Point Isabel ISD,35250,62596.0,4846.0
G48035310,2020-2024,Texas,Ponder ISD,35310,101603.0,15704.0
G48035340,2020-2024,Texas,Poolville ISD,35340,66548.0,1761.0
G48035370,2020-2024,Texas,Port Aransas ISD,35370,91106.0,24830.0
G48035400,2020-2024,Texas,Port Arthur ISD,35400,42827.0,3754.0
G48035430,2020-2024,Texas,Port Neches-Groves ISD,35430,81914.0,8598.0
G48035490,2020-2024,Texas,Post ISD,35490,46081.0,16095.0
G48035520,2020-2024,Texas,Poteet ISD,35520,62625.0,26771.0
G48035550,2020-2024,Texas,Poth ISD,35550,73162.0,12331.0
G48035580,2020-2024,Texas,Pottsboro ISD,35580,79710.0,10159.0
G48035700,2020-2024,Texas,Prairie Lea ISD,35700,66827.0,39477.0
G48035730,2020-2024,Texas,Prairie Valley ISD,35730,59600.0,15911.0
G48035740,2020-2024,Texas,Prairiland ISD,35740,67806.0,10727.0
G48035760,2020-2024,Texas,Premont ISD,35760,47878.0,5218.0
G48035800,2020-2024,Texas,Presidio ISD,35800,42818.0,23580.0
G48035820,2020-2024,Texas,Priddy ISD,35820,61875.0,21168.0
G48035850,2020-2024,Texas,Princeton ISD,35850,100333.0,5182.0
G48035890,2020-2024,Texas,Pringle-Morse CISD,35890,64038.0,4245.0
G48035910,2020-2024,Texas,Progreso ISD,35910,39806.0,30179.0
G48036000,2020-2024,Texas,Prosper ISD,36000,174840.0,7313.0
G48036180,2020-2024,Texas,Quanah ISD,36180,62283.0,15069.0
G48036210,2020-2024,Texas,Queen City ISD,36210,47616.0,7748.0
G48036240,2020-2024,Texas,Quinlan ISD,36240,68859.0,8176.0
G48036300,2020-2024,Texas,Quitman ISD,36300,57708.0,7974.0
G48036360,2020-2024,Texas,Rains ISD,36360,66272.0,4534.0
G48036390,2020-2024,Texas,Ralls ISD,36390,57993.0,8146.0
G48036420,2020-2024,Texas,Ramirez CSD,36420,55417.0,22853.0
G48036450,2020-2024,Texas,Randolph Field ISD,36450,113250.0,22031.0
G48036480,2020-2024,Texas,Ranger ISD,36480,38538.0,10485.0
G48036510,2020-2024,Texas,Rankin ISD,36510,71038.0,17664.0
G48036540,2020-2024,Texas,Raymondville ISD,36540,53978.0,10729.0
G48036570,2020-2024,Texas,Reagan County ISD,36570,57813.0,16497.0
G48036630,2020-2024,Texas,Red Lick ISD,36630,102344.0,17145.0
G48036660,2020-2024,Texas,Red Oak ISD,36660,104420.0,8986.0
G48036750,2020-2024,Texas,Redwater ISD,36750,76250.0,20924.0
G48036780,2020-2024,Texas,Refugio ISD,36780,52727.0,20099.0
G48099999,2020-2024,Texas,Remainder of Texas,99999,90000.0,14052.0
G48036930,2020-2024,Texas,Ricardo ISD,36930,84345.0,10914.0
G48036970,2020-2024,Texas,Rice CISD,36970,65000.0,7517.0
G48036960,2020-2024,Texas,Rice ISD,36960,69712.0,22017.0
G48036990,2020-2024,Texas,Richards ISD,36990,87625.0,17669.0
G48037020,2020-2024,Texas,Richardson ISD,37020,78676.0,2509.0
G48037080,2020-2024,Texas,Richland Springs ISD,37080,61976.0,21835.0
G48037110,2020-2024,Texas,Riesel ISD,37110,78071.0,9716.0
G48037140,2020-2024,Texas,Rio Grande City Grulla ISD,37140,42795.0,3412.0
G48037170,2020-2024,Texas,Rio Hondo ISD,37170,54190.0,12463.0
G48037200,2020-2024,Texas,Rio Vista ISD,37200,59219.0,11772.0
G48037230,2020-2024,Texas,Rising Star ISD,37230,41735.0,6196.0
G48037260,2020-2024,Texas,River Road ISD,37260,74691.0,13055.0
G48042120,2020-2024,Texas,Rivercrest ISD,42120,51667.0,5613.0
G48037320,2020-2024,Texas,Riviera ISD,37320,100969.0,12324.0
G48037380,2020-2024,Texas,Robert Lee ISD,37380,34956.0,10442.0
G48037410,2020-2024,Texas,Robinson ISD,37410,108023.0,14875.0
G48037440,2020-2024,Texas,Robstown ISD,37440,41182.0,8362.0
G48037470,2020-2024,Texas,Roby CISD,37470,68380.0,6230.0
G48037500,2020-2024,Texas,Rochelle ISD,37500,47204.0,8537.0
G48037590,2020-2024,Texas,Rockdale ISD,37590,69555.0,12273.0
G48008550,2020-2024,Texas,Rockport-Fulton ISD,8550,75017.0,11582.0
G48000003,2020-2024,Texas,Rocksprings ISD,3,38487.0,24116.0
G48037650,2020-2024,Texas,Rockwall ISD,37650,128088.0,5657.0
G48037710,2020-2024,Texas,Rogers ISD,37710,82414.0,26415.0
G48037740,2020-2024,Texas,Roma ISD,37740,27843.0,4811.0
G48037800,2020-2024,Texas,Roosevelt ISD,37800,60250.0,11947.0
G48037830,2020-2024,Texas,Ropes ISD,37830,101250.0,21571.0
G48037860,2020-2024,Texas,Roscoe Collegiate ISD,37860,58304.0,15457.0
G48037900,2020-2024,Texas,Rosebud-Lott ISD,37900,55136.0,3834.0
G48038040,2020-2024,Texas,Rotan ISD,38040,58867.0,8898.0
G48038080,2020-2024,Texas,Round Rock ISD,38080,108174.0,2738.0
G48038100,2020-2024,Texas,Round Top-Carmine ISD,38100,87885.0,22325.0
G48038190,2020-2024,Texas,Royal ISD,38190,75076.0,9599.0
G48038220,2020-2024,Texas,Royse City ISD,38220,120719.0,5850.0
G48038280,2020-2024,Texas,Rule ISD,38280,45568.0,11271.0
G48038310,2020-2024,Texas,Runge ISD,38310,,
G48038360,2020-2024,Texas,Rusk ISD,38360,67303.0,9957.0
G48038400,2020-2024,Texas,S and S CISD,38400,80453.0,14477.0
G48038430,2020-2024,Texas,Sabinal ISD,38430,35208.0,11580.0
G48038460,2020-2024,Texas,Sabine ISD,38460,71563.0,13924.0
G48038490,2020-2024,Texas,Sabine Pass ISD,38490,75089.0,31699.0
G48038520,2020-2024,Texas,Saint Jo ISD,38520,75536.0,9802.0
G48038580,2020-2024,Texas,Salado ISD,38580,114190.0,18097.0
G48038610,2020-2024,Texas,Saltillo ISD,38610,54508.0,5588.0
G48038640,2020-2024,Texas,Sam Rayburn ISD,38640,77132.0,19970.0
G48038700,2020-2024,Texas,San Angelo ISD,38700,66218.0,2710.0
G48038730,2020-2024,Texas,San Antonio ISD,38730,46710.0,1609.0
G48038760,2020-2024,Texas,San Augustine ISD,38760,41638.0,10922.0
G48038790,2020-2024,Texas,San Benito CISD,38790,45640.0,2560.0
G48038820,2020-2024,Texas,San Diego ISD,38820,46771.0,13870.0
G48038850,2020-2024,Texas,San Elizario ISD,38850,47537.0,7821.0
G48038900,2020-2024,Texas,San Felipe-Del Rio CISD,38900,66104.0,5302.0
G48038910,2020-2024,Texas,San Isidro ISD,38910,36964.0,26550.0
G48038970,2020-2024,Texas,San Marcos CISD,38970,51780.0,2288.0
G48039000,2020-2024,Texas,San Perlita ISD,39000,73047.0,42531.0
G48039030,2020-2024,Texas,San Saba ISD,39030,52938.0,8317.0
G48039060,2020-2024,Texas,San Vicente ISD,39060,49575.0,3130.0
G48039120,2020-2024,Texas,Sands CISD,39120,72188.0,17279.0
G48039150,2020-2024,Texas,Sanford-Fritch ISD,39150,79808.0,15282.0
G48039180,2020-2024,Texas,Sanger ISD,39180,99490.0,12636.0
G48039210,2020-2024,Texas,Santa Anna ISD,39210,48796.0,8091.0
G48039270,2020-2024,Texas,Santa Fe ISD,39270,96117.0,13564.0
G48039300,2020-2024,Texas,Santa Gertrudis ISD,39300,53333.0,33960.0
G48039330,2020-2024,Texas,Santa Maria ISD,39330,34773.0,9608.0
G48039360,2020-2024,Texas,Santa Rosa ISD,39360,48306.0,10391.0
G48039390,2020-2024,Texas,Santo ISD,39390,99825.0,7205.0
G48039450,2020-2024,Texas,Savoy ISD,39450,73980.0,5099.0
G48039480,2020-2024,Texas,Schertz-Cibolo-Universal City ISD,39480,105726.0,3973.0
G48039510,2020-2024,Texas,Schleicher ISD,39510,86694.0,15077.0
G48039540,2020-2024,Texas,Schulenburg ISD,39540,68669.0,11689.0
G48039570,2020-2024,Texas,Scurry-Rosser ISD,39570,100465.0,17816.0
G48039600,2020-2024,Texas,Seagraves ISD,39600,51354.0,13328.0
G48039630,2020-2024,Texas,Sealy ISD,39630,70417.0,7909.0
G48039690,2020-2024,Texas,Seguin ISD,39690,66354.0,3820.0
G48039750,2020-2024,Texas,Seminole ISD,39750,78443.0,9157.0
G48039780,2020-2024,Texas,Seymour ISD,39780,45926.0,9489.0
G48039870,2020-2024,Texas,Shallowater ISD,39870,87250.0,19402.0
G48039900,2020-2024,Texas,Shamrock ISD,39900,47132.0,14369.0
G48039930,2020-2024,Texas,Sharyland ISD,39930,72238.0,6831.0
G48039960,2020-2024,Texas,Shelbyville ISD,39960,66135.0,23320.0
G48039990,2020-2024,Texas,Sheldon ISD,39990,61538.0,5730.0
G48040020,2020-2024,Texas,Shepherd ISD,40020,82604.0,17570.0
G48040080,2020-2024,Texas,Sherman ISD,40080,59463.0,6751.0
G48040110,2020-2024,Texas,Shiner ISD,40110,90438.0,17750.0
G48040170,2020-2024,Texas,Sidney ISD,40170,70417.0,44274.0
G48040200,2020-2024,Texas,Sierra Blanca ISD,40200,55250.0,4399.0
G48040230,2020-2024,Texas,Silsbee ISD,40230,62311.0,7240.0
G48040290,2020-2024,Texas,Silverton ISD,40290,43448.0,11479.0
G48040320,2020-2024,Texas,Simms ISD,40320,69659.0,16193.0
G48040350,2020-2024,Texas,Sinton ISD,40350,52984.0,10901.0
G48040380,2020-2024,Texas,Sivells Bend ISD,40380,81528.0,12800.0
G48040410,2020-2024,Texas,Skidmore-Tynan ISD,40410,49549.0,22423.0
G48040440,2020-2024,Texas,Slaton ISD,40440,58667.0,6723.0
G48040470,2020-2024,Texas,Slidell ISD,40470,81932.0,13203.0
G48040500,2020-2024,Texas,Slocum ISD,40500,63321.0,6500.0
G48040550,2020-2024,Texas,Smithville ISD,40550,72758.0,8078.0
G48040590,2020-2024,Texas,Smyer ISD,40590,55000.0,18776.0
G48040620,2020-2024,Texas,Snook ISD,40620,73819.0,16649.0
G48040650,2020-2024,Texas,Snyder ISD,40650,59145.0,6507.0
G48040710,2020-2024,Texas,Socorro ISD,40710,74004.0,3095.0
G48040740,2020-2024,Texas,Somerset ISD,40740,72176.0,8968.0
G48040770,2020-2024,Texas,Somerville ISD,40770,72619.0,18370.0
G48040800,2020-2024,Texas,Sonora ISD,40800,78906.0,19411.0
G48040680,2020-2024,Texas,South San Antonio ISD,40680,52309.0,3979.0
G48040890,2020-2024,Texas,Southland ISD,40890,56250.0,7554.0
G48040920,2020-2024,Texas,Southside ISD,40920,63269.0,6564.0
G48040950,2020-2024,Texas,Southwest ISD,40950,69907.0,4627.0
G48041010,2020-2024,Texas,Spearman ISD,41010,68902.0,12505.0
G48041070,2020-2024,Texas,Splendora ISD,41070,79428.0,6941.0
G48041100,2020-2024,Texas,Spring Branch ISD,41100,87141.0,3816.0
G48041130,2020-2024,Texas,Spring Creek ISD,41130,46719.0,31133.0
G48041190,2020-2024,Texas,Spring Hill ISD,41190,90098.0,11861.0
G48041220,2020-2024,Texas,Spring ISD,41220,70683.0,3618.0
G48041250,2020-2024,Texas,Springlake-Earth ISD,41250,48897.0,10014.0
G48041280,2020-2024,Texas,Springtown ISD,41280,96729.0,10413.0
G48000002,2020-2024,Texas,Spur ISD,2,48836.0,7517.0
G48041340,2020-2024,Texas,Spurger ISD,41340,76250.0,45062.0
G48041350,2020-2024,Texas,Stafford MSD,41350,84545.0,11868.0
G48041400,2020-2024,Texas,Stamford ISD,41400,47688.0,4024.0
G48041430,2020-2024,Texas,Stanton ISD,41430,94577.0,20954.0
G48041520,2020-2024,Texas,Stephenville ISD,41520,59152.0,4076.0
G48041550,2020-2024,Texas,Sterling City ISD,41550,64954.0,18855.0
G48041610,2020-2024,Texas,Stockdale ISD,41610,67569.0,22381.0
G48041670,2020-2024,Texas,Stratford ISD,41670,70609.0,25127.0
G48041700,2020-2024,Texas,Strawn ISD,41700,52188.0,15577.0
G48041760,2020-2024,Texas,Sudan ISD,41760,64250.0,16382.0
G48041790,2020-2024,Texas,Sulphur Bluff ISD,41790,71458.0,30215.0
G48041820,2020-2024,Texas,Sulphur Springs ISD,41820,71546.0,6979.0
G48041850,2020-2024,Texas,Sundown ISD,41850,62500.0,44092.0
G48041880,2020-2024,Texas,Sunnyvale ISD,41880,170348.0,12486.0
G48041910,2020-2024,Texas,Sunray Collegiate ISD,41910,67262.0,20547.0
G48041970,2020-2024,Texas,Sweeny ISD,41970,74896.0,18561.0
G48042000,2020-2024,Texas,Sweet Home ISD,42000,83365.0,12611.0
G48042030,2020-2024,Texas,Sweetwater ISD,42030,49167.0,3771.0
G48042060,2020-2024,Texas,Taft ISD,42060,72331.0,9548.0
G48042090,2020-2024,Texas,Tahoka ISD,42090,61776.0,21040.0
G48042210,2020-2024,Texas,Tarkington ISD,42210,99144.0,8518.0
G48042240,2020-2024,Texas,Tatum ISD,42240,82321.0,16718.0
G48042280,2020-2024,Texas,Taylor ISD,42280,75805.0,6069.0
G48042300,2020-2024,Texas,Teague ISD,42300,59173.0,7300.0
G48042330,2020-2024,Texas,Temple ISD,42330,58815.0,5225.0
G48042360,2020-2024,Texas,Tenaha ISD,42360,43375.0,11816.0
G48042390,2020-2024,Texas,Terlingua CSD,42390,34135.0,16426.0
G48042420,2020-2024,Texas,Terrell County ISD,42420,44886.0,18616.0
G48042450,2020-2024,Texas,Terrell ISD,42450,70843.0,5279.0
G48042480,2020-2024,Texas,Texarkana ISD,42480,49240.0,6030.0
G48042510,2020-2024,Texas,Texas City ISD,42510,62352.0,7643.0
G48042540,2020-2024,Texas,Texhoma ISD,42540,70703.0,28538.0
G48042570,2020-2024,Texas,Texline ISD,42570,77961.0,18028.0
G48042630,2020-2024,Texas,Thorndale ISD,42630,67750.0,27604.0
G48042660,2020-2024,Texas,Thrall ISD,42660,110457.0,32068.0
G48042690,2020-2024,Texas,Three Rivers ISD,42690,60500.0,22089.0
G48042720,2020-2024,Texas,Three Way ISD,42720,70833.0,29068.0
G48042780,2020-2024,Texas,Throckmorton Collegiate ISD,42780,58036.0,11600.0
G48042810,2020-2024,Texas,Tidehaven ISD,42810,60908.0,14492.0
G48042840,2020-2024,Texas,Timpson ISD,42840,41863.0,4449.0
G48042870,2020-2024,Texas,Tioga ISD,42870,83000.0,31115.0
G48042900,2020-2024,Texas,Tolar ISD,42900,78403.0,10484.0
G48042930,2020-2024,Texas,Tom Bean ISD,42930,88299.0,41818.0
G48042960,2020-2024,Texas,Tomball ISD,42960,128054.0,12381.0
G48042990,2020-2024,Texas,Tornillo ISD,42990,42234.0,9137.0
G48043110,2020-2024,Texas,Trent ISD,43110,89375.0,27688.0
G48043140,2020-2024,Texas,Trenton ISD,43140,94063.0,14027.0
G48043170,2020-2024,Texas,Trinidad ISD,43170,48750.0,30043.0
G48043200,2020-2024,Texas,Trinity ISD,43200,50603.0,8755.0
G48043230,2020-2024,Texas,Troup ISD,43230,69302.0,12533.0
G48043260,2020-2024,Texas,Troy ISD,43260,84079.0,15335.0
G48043320,2020-2024,Texas,Tulia ISD,43320,35357.0,14971.0
G48043350,2020-2024,Texas,Tuloso-Midway ISD,43350,69700.0,5027.0
G48043400,2020-2024,Texas,Turkey-Quitaque ISD,43400,55750.0,12879.0
G48043470,2020-2024,Texas,Tyler ISD,43470,67521.0,3482.0
G48043530,2020-2024,Texas,Union Grove ISD,43530,72969.0,25994.0
G48043560,2020-2024,Texas,Union Hill ISD,43560,80139.0,14999.0
G48043650,2020-2024,Texas,United ISD,43650,74662.0,3113.0
G48043680,2020-2024,Texas,Utopia ISD,43680,85382.0,11187.0
G48043720,2020-2024,Texas,Uvalde CISD,43720,52995.0,6582.0
G48043740,2020-2024,Texas,Valentine ISD,43740,34091.0,3998.0
G48043760,2020-2024,Texas,Valley Mills ISD,43760,71507.0,15290.0
G48043860,2020-2024,Texas,Valley View ISD (Cooke County),43860,85317.0,11864.0
G48043800,2020-2024,Texas,Valley View ISD (Hidalgo County),43800,60951.0,6120.0
G48043890,2020-2024,Texas,Van Alstyne ISD,43890,112799.0,14947.0
G48043920,2020-2024,Texas,Van ISD,43920,68605.0,7115.0
G48043950,2020-2024,Texas,Van Vleck ISD,43950,61742.0,14843.0
G48043980,2020-2024,Texas,Vega ISD,43980,80000.0,7309.0
G48044010,2020-2024,Texas,Venus ISD,44010,89917.0,15335.0
G48044040,2020-2024,Texas,Veribest ISD,44040,83542.0,29256.0
G48044110,2020-2024,Texas,Vernon ISD,44110,53486.0,7734.0
G48044150,2020-2024,Texas,Victoria ISD,44150,71147.0,2718.0
G48044160,2020-2024,Texas,Vidor ISD,44160,71507.0,6045.0
G48044280,2020-2024,Texas,Waco ISD,44280,45436.0,2632.0
G48044310,2020-2024,Texas,Waelder ISD,44310,61274.0,6499.0
G48044370,2020-2024,Texas,Walcott ISD,44370,,
G48044410,2020-2024,Texas,Wall ISD,44410,103732.0,10095.0
G48044430,2020-2024,Texas,Waller ISD,44430,96013.0,12591.0
G48044490,2020-2024,Texas,Walnut Bend ISD,44490,69583.0,51421.0
G48044520,2020-2024,Texas,Walnut Springs ISD,44520,44145.0,13803.0
G48044580,2020-2024,Texas,Warren ISD,44580,57083.0,14263.0
G48044670,2020-2024,Texas,Waskom ISD,44670,63054.0,8164.0
G48044710,2020-2024,Texas,Water Valley ISD,44710,60985.0,12267.0
G48044730,2020-2024,Texas,Waxahachie ISD,44730,89058.0,6296.0
G48044800,2020-2024,Texas,Weatherford ISD,44800,82141.0,9304.0
G48044810,2020-2024,Texas,Webb CISD,44810,55357.0,39229.0
G48044820,2020-2024,Texas,Weimar ISD,44820,67341.0,15057.0
G48044890,2020-2024,Texas,Wellington ISD,44890,60595.0,7344.0
G48044910,2020-2024,Texas,Wellman-Union CISD,44910,80536.0,29381.0
G48044940,2020-2024,Texas,Wells ISD,44940,61250.0,34566.0
G48044960,2020-2024,Texas,Weslaco ISD,44960,57881.0,3444.0
G48045000,2020-2024,Texas,West Hardin County CISD,45000,44167.0,37963.0
G48045040,2020-2024,Texas,West ISD,45040,86437.0,11967.0
G48045090,2020-2024,Texas,West Orange-Cove CISD,45090,51471.0,10822.0
G48045120,2020-2024,Texas,West Oso ISD,45120,36735.0,12339.0
G48045150,2020-2024,Texas,West Rusk County CISD,45150,55094.0,8309.0
G48045180,2020-2024,Texas,West Sabine ISD,45180,68922.0,16363.0
G48045210,2020-2024,Texas,Westbrook ISD,45210,53750.0,6196.0
G48045240,2020-2024,Texas,Westhoff ISD,45240,87813.0,11788.0
G48045330,2020-2024,Texas,Westphalia ISD,45330,93750.0,23332.0
G48043290,2020-2024,Texas,Westwood ISD,43290,52647.0,11427.0
G48045380,2020-2024,Texas,Wharton ISD,45380,58232.0,6326.0
G48045420,2020-2024,Texas,Wheeler ISD,45420,70091.0,9033.0
G48045450,2020-2024,Texas,White Deer ISD,45450,83667.0,10705.0
G48045480,2020-2024,Texas,White Oak ISD,45480,100146.0,21840.0
G48045540,2020-2024,Texas,White Settlement ISD,45540,75263.0,4798.0
G48045570,2020-2024,Texas,Whiteface CISD,45570,69417.0,14330.0
G48045600,2020-2024,Texas,Whitehouse ISD,45600,89480.0,6864.0
G48045630,2020-2024,Texas,Whitesboro ISD,45630,81496.0,9392.0
G48045670,2020-2024,Texas,Whitewright ISD,45670,68385.0,14151.0
G48045690,2020-2024,Texas,Whitharral ISD,45690,85250.0,14515.0
G48045720,2020-2024,Texas,Whitney ISD,45720,54045.0,5196.0
G48045780,2020-2024,Texas,Wichita Falls ISD,45780,58684.0,2996.0
G48045840,2020-2024,Texas,Wildorado ISD,45840,115208.0,56455.0
G48045900,2020-2024,Texas,Willis ISD,45900,85618.0,6260.0
G48045950,2020-2024,Texas,Wills Point ISD,45950,76975.0,7051.0
G48045990,2020-2024,Texas,Wilson ISD,45990,55000.0,17724.0
G48000009,2020-2024,Texas,Wimberley ISD,9,82389.0,14995.0
G48046080,2020-2024,Texas,Windthorst ISD,46080,90592.0,16525.0
G48046170,2020-2024,Texas,Wink-Loving ISD,46170,101250.0,21010.0
G48046200,2020-2024,Texas,Winnsboro ISD,46200,60662.0,12105.0
G48046230,2020-2024,Texas,Winona ISD,46230,74153.0,18773.0
G48046260,2020-2024,Texas,Winters ISD,46260,51406.0,8780.0
G48046320,2020-2024,Texas,Woden ISD,46320,45781.0,12964.0
G48046350,2020-2024,Texas,Wolfe City ISD,46350,63173.0,10653.0
G48046380,2020-2024,Texas,Woodsboro ISD,46380,63750.0,10847.0
G48046410,2020-2024,Texas,Woodson ISD,46410,81964.0,32055.0
G48046440,2020-2024,Texas,Woodville ISD,46440,51123.0,10704.0
G48046470,2020-2024,Texas,Wortham ISD,46470,59911.0,17266.0
G48046530,2020-2024,Texas,Wylie ISD (Collin County),46530,132443.0,6682.0
G48046500,2020-2024,Texas,Wylie ISD (Taylor County),46500,114484.0,7885.0
G48046590,2020-2024,Texas,Yantis ISD,46590,54438.0,13926.0
G48046620,2020-2024,Texas,Yoakum ISD,46620,53128.0,9736.0
G48046650,2020-2024,Texas,Yorktown ISD,46650,61480.0,15495.0
G48046680,2020-2024,Texas,Ysleta ISD,46680,50480.0,2079.0
G48046710,2020-2024,Texas,Zapata County ISD,46710,39239.0,4265.0
G48046740,2020-2024,Texas,Zavalla ISD,46740,44798.0,13434.0
G48046770,2020-2024,Texas,Zephyr ISD,46770,62917.0,24792.0
